Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,3953846311,3596443005,3472191962,2960306121,3537720277,4310358096,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890647022,8485077205,8775444942,8724656126,7970649131,8409497402,9658721169,..
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,63135090488,67361356559,78957153519,90996907675,1.01907E+11,1.07283E+11,1.07132E+11,1.07019E+11,1.01385E+11,1.01491E+11,1.05663E+11,1.21304E+11,1.36834E+11,1.3712E+11,1.323E+11,1.35436E+11,1.39079E+11,1.26986E+11,1.31076E+11,1.15898E+11,1.3201E+11,1.37951E+11,1.44516E+11,1.51883E+11,1.52589E+11,1.63844E+11,1.56217E+11,1.68136E+11,1.91706E+11,2.20898E+11,2.51049E+11,2.98705E+11,3.58094E+11,4.32172E+11,4.34318E+11,4.79577E+11,5.36348E+11,5.76624E+11,6.42629E+11,6.7934E+11,6.66599E+11,6.83123E+11,7.58651E+11,7.33121E+11,..
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,4.67619E+12,5.09114E+12,5.76131E+12,6.91401E+12,7.99281E+12,8.92163E+12,9.05837E+12,8.97661E+12,9.27094E+12,9.66747E+12,1.01478E+13,1.23215E+13,1.42812E+13,1.60852E+13,1.68287E+13,1.8916E+13,2.00149E+13,2.15367E+13,2.17023E+13,2.32715E+13,2.58486E+13,2.60759E+13,2.56451E+13,2.57483E+13,2.7045E+13,2.75915E+13,2.73303E+13,2.8482E+13,3.19262E+13,3.55358E+13,3.75812E+13,3.96933E+13,4.34055E+13,4.61375E+13,4.32756E+13,4.53567E+13,4.89617E+13,4.90166E+13,4.96104E+13,5.06914E+13,4.78868E+13,4.88829E+13,5.10384E+13,5.42057E+13,..
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311846,5278120713,5677828959,6190521241,5902717092,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7103507989,7565869928,7775078403,8140271081,8772146605,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18499710128,19756494435,20979767785,21717622071,23136232230,24024189736,..
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272E+11,1.20354E+11,1.35812E+11,1.44653E+11,1.59717E+11,1.77353E+11,1.68886E+11,1.65768E+11,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.62629E+11,2.75697E+11,2.91459E+11,3.09384E+11,3.20861E+11,3.41687E+11,3.62682E+11,..
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34753569690,38730585921,40124916945,43166678731,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85302003908,1.0396E+11,1.12981E+11,1.15577E+11,1.39966E+11,1.58136E+11,1.3076E+11,1.31136E+11,1.4111E+11,1.28154E+11,1.35409E+11,1.40559E+11,1.2453E+11,1.27507E+11,1.41511E+11,1.57883E+11,..
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1.17338E+12,1.2786E+12,1.44924E+12,1.56274E+12,1.87258E+12,2.20866E+12,2.39194E+12,2.37347E+12,2.33964E+12,2.39312E+12,2.52752E+12,2.62907E+12,2.68714E+12,2.90657E+12,3.01741E+12,3.45407E+12,3.72157E+12,3.71215E+12,3.97851E+12,4.34966E+12,4.8894E+12,5.3437E+12,5.65711E+12,5.50244E+12,5.34149E+12,5.80481E+12,5.89025E+12,5.98328E+12,6.73609E+12,8.01496E+12,9.58537E+12,1.1368E+13,1.41311E+13,1.69632E+13,1.64612E+13,1.999E+13,2.36183E+13,2.51073E+13,2.65357E+13,2.74042E+13,2.58698E+13,2.60211E+13,2.86595E+13,3.04907E+13,..
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1408989850,1671997859,2211828984,2515601748,2857724220,3386501918,3498247432,3211446626,2770107923,2868747035,2988537806,3995619693,5528616190,6115814935,5681096096,6478459747,6920116563,7091625419,6227928906,6399064571,7134341218,7438183247,7580988916,8494094643,8971609106,9003639475,8205357164,9294651863,11414054861,13834751482,16812529924,17216417442,21514962937,17905251832,13164652894,13683689802,15158548597,14724078264,16033517529,17758089312,17344165907,20716024757,24489493459,25878475760,..
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1.33108E+12,1.44256E+12,1.62708E+12,1.76534E+12,2.10755E+12,2.48558E+12,2.80769E+12,2.76433E+12,2.66301E+12,2.68772E+12,2.82939E+12,2.92515E+12,3.00185E+12,3.22761E+12,3.33384E+12,3.79451E+12,4.06763E+12,4.04547E+12,4.29729E+12,4.66E+12,5.24524E+12,5.73452E+12,6.0629E+12,5.91285E+12,5.76232E+12,6.26397E+12,6.34556E+12,6.47346E+12,7.28762E+12,8.66256E+12,1.03382E+13,1.22875E+13,1.52111E+13,1.82589E+13,1.77298E+13,2.14599E+13,2.52951E+13,2.69186E+13,2.85249E+13,2.95461E+13,2.79675E+13,2.8079E+13,3.0825E+13,3.27155E+13,..
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,59182680904,71808829537,75258292699,81583507687,1.00382E+11,1.28998E+11,2.49256E+11,2.28083E+11,1.7393E+11,1.49015E+11,1.48784E+11,1.34185E+11,1.37919E+11,1.42853E+11,1.3809E+11,1.49304E+11,1.51349E+11,1.49603E+11,1.33104E+11,1.36982E+11,1.5817E+11,1.74842E+11,1.79162E+11,1.75883E+11,1.83336E+11,2.00482E+11,2.0129E+11,2.22601E+11,2.5E+11,3.05427E+11,3.65913E+11,4.71732E+11,5.4512E+11,6.47819E+11,6.06187E+11,7.14846E+11,8.27161E+11,9.10277E+11,9.90126E+11,1.07641E+12,1.02347E+12,9.48858E+11,9.41494E+11,9.92766E+11,..
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1.02526E+11,94859795404,1.06555E+11,1.25578E+11,1.39283E+11,1.51397E+11,1.54442E+11,1.53703E+11,1.48047E+11,1.48434E+11,1.57367E+11,1.69255E+11,1.84096E+11,1.86267E+11,1.84097E+11,1.93939E+11,1.96787E+11,1.84962E+11,1.867E+11,1.72151E+11,1.96523E+11,2.14698E+11,2.25142E+11,2.34317E+11,2.38066E+11,2.59344E+11,2.54384E+11,2.682E+11,3.02241E+11,3.42587E+11,3.86793E+11,4.47281E+11,5.33671E+11,6.47164E+11,6.64627E+11,7.53587E+11,8.44313E+11,8.9509E+11,9.96912E+11,1.06601E+12,1.07909E+12,1.11783E+12,1.23619E+12,1.24083E+12,..
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1.59428E+11,1.66225E+11,1.80787E+11,2.05243E+11,2.38524E+11,2.81123E+11,4.1594E+11,3.92188E+11,3.27935E+11,3.01169E+11,3.09349E+11,3.04785E+11,3.22894E+11,3.30245E+11,3.23139E+11,3.44444E+11,3.49344E+11,3.36134E+11,3.20361E+11,3.10338E+11,3.56154E+11,3.91249E+11,4.05867E+11,4.11248E+11,4.2272E+11,4.61303E+11,4.57255E+11,4.92761E+11,5.54434E+11,6.50932E+11,7.56415E+11,9.24256E+11,1.0847E+12,1.30135E+12,1.27455E+12,1.47398E+12,1.67893E+12,1.81491E+12,1.99651E+12,2.15338E+12,2.11055E+12,2.06902E+12,2.17452E+12,2.23296E+12,..
India,IND,GDP (current US$),NY.GDP.MKTP.CD,98472796457,1.02717E+11,1.21487E+11,1.373E+11,1.52992E+11,1.86325E+11,1.93491E+11,2.00715E+11,2.18262E+11,2.12158E+11,2.32512E+11,2.48986E+11,2.79034E+11,2.96589E+11,2.96042E+11,3.20979E+11,2.70105E+11,2.88208E+11,2.79296E+11,3.27276E+11,3.60282E+11,3.92897E+11,4.15868E+11,4.21351E+11,4.5882E+11,4.68395E+11,4.85441E+11,5.14938E+11,6.07699E+11,7.09149E+11,8.20382E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.29043E+12,2.65224E+12,2.71873E+12,..
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,30463855422,37269156627,45808915663,51455719100,51400186379,72482337370,85518233451,90158449307,81052283405,84853699994,85289491750,79954072570,75929617577,84300174477,94451427898,1.06141E+11,1.16622E+11,1.28027E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445547873,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01542E+12,1.04217E+12,..
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,51776222350,68055295080,80600122701,77994316622,90391877325,94362275580,1.00499E+11,1.25949E+11,1.56365E+11,1.62277E+11,1.80184E+11,2.09095E+11,1.3401E+11,1.23058E+11,1.20496E+11,1.24813E+11,..,..,63743623232,71841461173,96419225744,1.20404E+11,1.13919E+11,1.10277E+11,1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.90043E+11,2.26452E+11,2.66299E+11,3.49882E+11,4.06071E+11,4.14059E+11,4.8707E+11,5.835E+11,5.98853E+11,4.67415E+11,4.34475E+11,3.85874E+11,4.18977E+11,4.54013E+11,..,..
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,13458516763,17754825601,19838130715,23762275652,37816457839,53405689130,38424991534,42595309883,40595046639,46802508845,48284979093,47127693792,56609842393,62503055645,65641363783,1.79886E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,36627901762,49954890353,65140293688,88840050497,1.31614E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.18001E+11,2.34638E+11,2.34648E+11,1.77499E+11,1.74879E+11,1.95473E+11,2.24228E+11,..
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,9495165854,9465078121,11261810826,14665538055,18341273372,21773901117,20694944099,21500471384,20790917197,20130728188,21295485800,28748959623,33961141386,37818133293,39285383971,49364679953,49847127139,55985505025,52480251773,57166035571,69222624369,75880630166,82826141595,90082051923,98692079267,99852958356,1.09135E+11,1.2795E+11,1.64285E+11,1.93871E+11,2.11649E+11,2.32083E+11,2.69918E+11,2.75039E+11,2.36316E+11,2.22149E+11,2.37472E+11,2.24999E+11,2.38544E+11,2.58472E+11,2.915E+11,3.00523E+11,3.34834E+11,3.82487E+11,..
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928601103,5487083658,5920177689,6566098382,6433357030,6754330155,7428280402,6792417112,6592627599,6770532819,..,..
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,15360167729,15183126050,17372801201,16843177635,21514081487,24164511475,25579229839,27837512213,31092231687,29160460747,27504908679,34097561976,40963279140,50099381786,49901966662,59011278706,67558017658,75607012222,75985906529,86342662574,1.00385E+11,1.09996E+11,1.14693E+11,1.15933E+11,1.17112E+11,1.32343E+11,1.30756E+11,1.21124E+11,1.26966E+11,1.35477E+11,1.42529E+11,1.54034E+11,1.78959E+11,2.16105E+11,2.07468E+11,2.33996E+11,2.61469E+11,2.5718E+11,2.92636E+11,3.09558E+11,2.99813E+11,3.18951E+11,3.53253E+11,3.70588E+11,..
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2.27696E+11,2.24717E+11,2.57596E+11,3.15058E+11,3.93677E+11,4.77257E+11,4.30703E+11,4.27273E+11,4.43042E+11,4.37888E+11,4.52217E+11,6.40386E+11,8.05713E+11,8.91609E+11,9.28661E+11,1.18122E+12,1.24622E+12,1.32016E+12,1.06496E+12,1.09922E+12,1.17466E+12,1.31243E+12,1.24188E+12,1.27005E+12,1.25202E+12,1.14383E+12,1.16701E+12,1.27071E+12,1.57415E+12,1.80323E+12,1.85752E+12,1.94792E+12,2.21029E+12,2.39886E+12,2.19124E+12,2.13402E+12,2.29199E+12,2.08708E+12,2.14132E+12,2.15913E+12,1.8359E+12,1.87558E+12,1.95696E+12,2.08386E+12,..
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2860411286,2966010230,3249697393,2644449232,2425033998,2679409453,2979061412,3293533288,3619294121,2373566957,2100223150,2754566176,3286987552,3828310735,4404970059,4592224067,4071219198,3530892749,5405097571,5419134875,6538840170,7368000000,8375077443,8763219645,8851581633,8985352832,9178016493,9694169757,9399447609,10150978155,11204416000,11901911988,12827809965,13680482787,12067478478,13220556883,14444655300,14807086889,14262589158,13897804560,14187696311,14075894320,14806340821,15713908816,..
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,5.21542E+11,5.86162E+11,7.21412E+11,1.01361E+12,1.05501E+12,1.10539E+12,1.21899E+12,1.13452E+12,1.24332E+12,1.31838E+12,1.39889E+12,2.07895E+12,2.53281E+12,3.07168E+12,3.05491E+12,3.13282E+12,3.58442E+12,3.90881E+12,4.45414E+12,4.90704E+12,5.44912E+12,4.83371E+12,4.41473E+12,4.03251E+12,4.56208E+12,4.88752E+12,4.30354E+12,4.11512E+12,4.44566E+12,4.81515E+12,4.75541E+12,4.53038E+12,4.51526E+12,5.03791E+12,5.23138E+12,5.7001E+12,6.15746E+12,6.20321E+12,5.15572E+12,4.85041E+12,4.38948E+12,4.92667E+12,4.85995E+12,4.97132E+12,..
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1363039400,1708734940,2096568479,2602748691,3271728272,3910036925,4384685230,4680567376,4920407601,4966710013,4993829194,6401380000,6755599114,6277197435,4220945005,4160003917,4344250257,5390688438,5685784384,6326420495,6821989155,7024203103,7347574048,8023356841,8263921016,8579280677,9101452750,9716868829,10338730606,11571424542,12765218618,15268053597,17350521862,22279907003,24154000000,26795901408,29244647887,31371056338,34064873239,36329267606,38043450704,39196676056,40708943662,42231295775,..
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.92627E+11,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,1.37278E+11,1.66806E+11,1.7934E+11,..
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,37021512049,40000088347,41953433591,50412754861,55096728048,61448046802,64007750179,69188755511,78757391333,87908262520,..
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.6,32125148.4,32085561.5,33608738.27,42972107.2,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873,185572501.5,188284518.8,..
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,21704752066,29779338843,38265082645,51700619835,66567975207,64980820835,72425590649,77773431088,87024427973,96597434180,1.00273E+11,1.15537E+11,1.46133E+11,1.96964E+11,2.43526E+11,2.79349E+11,3.25734E+11,3.50051E+11,3.86303E+11,4.55603E+11,5.56131E+11,5.98099E+11,5.57503E+11,3.74241E+11,4.85248E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.3056E+12,1.41133E+12,1.38276E+12,1.4148E+12,1.53075E+12,1.61942E+12,..
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1849196082,2535333632,2406270658,2790455728,3556757429,3663101604,3846819721,4655899261,5687361945,5653823284,5830415894,6692431193,6499759733,7071982209,7386883375,6440067650,6714726770,7227700023,7938990793,..
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,12024138276,13131668947,14135729588,15500908760,24746019537,28638550499,25056672166,21577977770,20869434305,21697297872,21442619681,17903681693,22365734482,20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191353887,31493319973,30355093966,25939960630,30123850197,37712842243,34887512227,38137545245,47876510067,59439090601,80798630137,1.01549E+11,1.1464E+11,1.47395E+11,1.05963E+11,1.15419E+11,1.54028E+11,1.7407E+11,1.74161E+11,1.62632E+11,1.14567E+11,1.0942E+11,1.20708E+11,1.40645E+11,..
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8092836609,..
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8749241114,10191350120,11942230508,13268458232,14390442307,15805692546,16853087485,17953786416,..
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,7.22566E+11,7.88375E+11,9.15152E+11,9.535E+11,1.13931E+12,1.29146E+12,1.36897E+12,1.40068E+12,1.29425E+12,1.36265E+12,1.45666E+12,1.54922E+12,1.63296E+12,1.79894E+12,1.90622E+12,2.03428E+12,2.23989E+12,2.09052E+12,2.16872E+12,2.47008E+12,3.0175E+12,3.32664E+12,3.48251E+12,3.35263E+12,3.09758E+12,3.40227E+12,3.51624E+12,3.72485E+12,4.24518E+12,5.10471E+12,6.16303E+12,7.43804E+12,9.37149E+12,1.16511E+13,1.12601E+13,1.35055E+13,1.64631E+13,1.76099E+13,1.89835E+13,1.96635E+13,1.84242E+13,1.8424E+13,2.03762E+13,2.22001E+13,..
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,3.919E+11,4.35379E+11,4.78517E+11,5.43268E+11,6.47684E+11,7.80044E+11,8.99508E+11,8.39161E+11,7.39676E+11,7.46857E+11,7.69301E+11,7.74912E+11,8.18039E+11,9.22367E+11,1.00688E+12,1.17885E+12,1.45E+12,1.37055E+12,1.57608E+12,1.80126E+12,1.92076E+12,2.07845E+12,2.2786E+12,2.29926E+12,2.07449E+12,2.28827E+12,2.23882E+12,2.00889E+12,2.05239E+12,2.36534E+12,2.85977E+12,3.35277E+12,3.94951E+12,4.58975E+12,4.31343E+12,5.34767E+12,6.08041E+12,6.14322E+12,6.29512E+12,6.41768E+12,5.52148E+12,5.39296E+12,5.98714E+12,5.81883E+12,..
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,3.64895E+11,4.04275E+11,4.41277E+11,5.00552E+11,5.92897E+11,7.09829E+11,8.19334E+11,7.67578E+11,6.7704E+11,6.82596E+11,7.05501E+11,7.09019E+11,7.44562E+11,8.42342E+11,9.20288E+11,1.08328E+12,1.34416E+12,1.2517E+12,1.44847E+12,1.65847E+12,1.75536E+12,1.90276E+12,2.08506E+12,2.09948E+12,1.87718E+12,2.0825E+12,2.03338E+12,1.80903E+12,1.84147E+12,2.11865E+12,2.57488E+12,3.02267E+12,3.5855E+12,4.19787E+12,3.93361E+12,4.90459E+12,5.58503E+12,5.62167E+12,5.7486E+12,5.88388E+12,4.99974E+12,4.86095E+12,5.4196E+12,5.22301E+12,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,3.68E+11,4.09682E+11,4.51147E+11,5.10552E+11,6.10772E+11,7.40166E+11,8.57185E+11,7.9529E+11,6.9425E+11,6.97277E+11,7.19285E+11,7.21577E+11,7.61081E+11,8.60108E+11,9.42462E+11,1.10923E+12,1.38197E+12,1.30268E+12,1.50466E+12,1.71971E+12,1.83347E+12,1.9929E+12,2.18608E+12,2.19944E+12,1.96809E+12,2.17435E+12,2.11618E+12,1.8821E+12,1.9196E+12,2.22309E+12,2.70652E+12,3.18262E+12,3.76888E+12,4.40226E+12,4.12386E+12,5.1526E+12,5.87833E+12,5.93511E+12,6.08226E+12,6.2007E+12,5.29309E+12,5.158E+12,5.74697E+12,5.57804E+12,..
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5770516258,5952007402,6508472054,7145882283,7518044679,7934206257,8334748153,9529948840,11731703358,14355307662,16909366521,21436812139,30897981124,35657998831,26250900751,23796118301,28246551197,28170812352,30276485436,31382780146,27090019663,27734140217,30198231776,34409229178,..
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,1.14721E+11,1.162E+11,1.15606E+11,1.08816E+11,1.08253E+11,1.2016E+11,1.30167E+11,1.46583E+11,1.51906E+11,1.55388E+11,1.61925E+11,1.62813E+11,1.47646E+11,1.47185E+11,1.36834E+11,1.56116E+11,1.71959E+11,1.8171E+11,1.86032E+11,1.89033E+11,2.13718E+11,2.03882E+11,2.21471E+11,2.51484E+11,2.88601E+11,3.38072E+11,3.95087E+11,4.74746E+11,5.88096E+11,5.88382E+11,6.73825E+11,7.70932E+11,8.26883E+11,9.00519E+11,9.75049E+11,9.6465E+11,9.75619E+11,1.09487E+12,1.06821E+12,..
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21145518600,21489962080,22048664306,24873482492,29227542760,35477299024,38419626534,40075674295,44230727695,46866579768,48296099502,49973893201,51239050083,53393799668,56639155556,..
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,348746822.6,386699308.9,333158476.2,268626912.5,318862888.4,402774852.7,470389179.7,495404888.1,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889857,946123275.9,997996028.6,928458206,912771290.6,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1716262753,1758534995,1773199523,2394600945,2792049477,2677545056,2533992455,2608269552,2289799040,2314323471,2565352373,2738786278,..
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,..
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37881431913,48364208571,..
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,246387479.2,272493879,303496276.3,436918176.7,503180670,534701915.6,511658690.6,522090331.5,524034109.9,502617355.4,529078995.6,779365167.6,1052843348,1161757671,1120000917,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6214633651,..,..,..
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37024718365,43419061504,42826586830,46450990764,48485169331,41392396558,43021972485,47632961168,53429066429,..
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1.30283E+12,1.40934E+12,1.58477E+12,1.72032E+12,2.04618E+12,2.40136E+12,2.70805E+12,2.67825E+12,2.59199E+12,2.61942E+12,2.75958E+12,2.85504E+12,2.92533E+12,3.14532E+12,3.24507E+12,3.69276E+12,3.93301E+12,3.88815E+12,4.13236E+12,4.47412E+12,5.00919E+12,5.46775E+12,5.7865E+12,5.62058E+12,5.48601E+12,5.9869E+12,6.05707E+12,6.18249E+12,6.9659E+12,8.27112E+12,9.86627E+12,1.17449E+13,1.45536E+13,1.74689E+13,1.70564E+13,2.06963E+13,2.44384E+13,2.60784E+13,2.76412E+13,2.86596E+13,2.71821E+13,2.72951E+13,2.99558E+13,3.17567E+13,..
